                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    105,                 1.4983,                 1.0584,                 1.9538,                0.94997,                0.94156,                0.95831,                0.64934,                 1.1429,                0.69171,                 1.7187,              0.0015921,              0.0015921,              0.0015921
                    106,                  1.426,                0.96493,                 1.8725,                0.96447,                0.94805,                0.97169,                0.66523,                 1.1198,                0.68251,                 1.7105,              0.0015882,              0.0015882,              0.0015882
                    107,                 1.4394,                0.95208,                 1.8672,                0.95114,                0.91558,                0.97211,                 0.6659,                 1.0827,                0.63761,                 1.6483,              0.0015842,              0.0015842,              0.0015842
                    108,                 1.3868,                 0.9424,                 1.8298,                0.96052,                0.94792,                0.98002,                0.66548,                  1.126,                0.63524,                 1.6966,              0.0015802,              0.0015802,              0.0015802
                    109,                 1.4136,                0.97374,                 1.9005,                0.94984,                0.95455,                0.98057,                0.68291,                 1.1087,                0.61421,                 1.6343,              0.0015763,              0.0015763,              0.0015763
                    110,                 1.4912,                 0.9432,                 1.8834,                0.95817,                0.96753,                0.98216,                0.66404,                 1.1735,                0.61637,                 1.7509,              0.0015723,              0.0015723,              0.0015723
                    111,                 1.4332,                0.95724,                  1.888,                0.92438,                0.98052,                0.97031,                0.63126,                 1.3034,                 0.6533,                 1.7754,              0.0015684,              0.0015684,              0.0015684
                    112,                 1.4356,                0.92966,                 1.8698,                0.95991,                0.96104,                0.95759,                0.65603,                 1.1305,                0.63104,                 1.7119,              0.0015644,              0.0015644,              0.0015644
                    113,                 1.3943,                0.91858,                 1.8328,                0.93996,                0.91488,                0.95821,                0.65462,                 1.1383,                0.65543,                 1.7217,              0.0015604,              0.0015604,              0.0015604
                    114,                 1.3705,                0.91336,                 1.8302,                0.95377,                0.94156,                0.95318,                0.64887,                 1.1898,                0.63327,                 1.8008,              0.0015565,              0.0015565,              0.0015565
                    115,                 1.4023,                0.98603,                 1.8435,                0.95216,                0.96104,                0.95348,                0.66879,                 1.0928,                0.63578,                 1.6528,              0.0015525,              0.0015525,              0.0015525
                    116,                 1.3468,                0.92812,                 1.8103,                0.96414,                0.92208,                0.97357,                0.63618,                 1.2212,                0.72963,                  1.778,              0.0015486,              0.0015486,              0.0015486
                    117,                 1.3946,                0.94168,                 1.8019,                0.94218,                0.95227,                0.97336,                0.66776,                 1.0847,                0.68313,                 1.6713,              0.0015446,              0.0015446,              0.0015446
                    118,                 1.3707,                0.94749,                 1.8475,                0.93996,                 0.9026,                0.95668,                0.65102,                 1.1042,                0.69916,                 1.7148,              0.0015406,              0.0015406,              0.0015406
                    119,                 1.3951,                0.87877,                 1.7749,                0.97954,                0.88312,                0.97416,                0.65871,                 1.1123,                0.62426,                 1.7051,              0.0015367,              0.0015367,              0.0015367
                    120,                 1.4022,                 0.8991,                  1.818,                0.94442,                0.96753,                0.98098,                0.67767,                  1.091,                0.59602,                 1.6396,              0.0015327,              0.0015327,              0.0015327
                    121,                 1.3449,                0.86132,                 1.7707,                0.94054,                0.94805,                0.96849,                0.62174,                 1.2769,                 0.6607,                 1.7879,              0.0015288,              0.0015288,              0.0015288
                    122,                 1.3725,                0.93667,                 1.8263,                0.95572,                0.94805,                0.95921,                0.66543,                 1.0779,                0.57713,                 1.6124,              0.0015248,              0.0015248,              0.0015248
                    123,                 1.3693,                0.88199,                  1.792,                0.93381,                0.96753,                 0.9842,                0.66235,                 1.1872,                0.60628,                 1.7153,              0.0015208,              0.0015208,              0.0015208
                    124,                 1.3207,                0.89247,                 1.7798,                0.93066,                0.95877,                0.98344,                0.69562,                 1.0891,                0.58163,                  1.653,              0.0015169,              0.0015169,              0.0015169
                    125,                 1.3533,                0.89226,                 1.8053,                0.92459,                 0.9554,                0.97288,                 0.6625,                 1.1025,                0.60338,                 1.6887,              0.0015129,              0.0015129,              0.0015129
                    126,                  1.337,                0.87236,                 1.7557,                0.91984,                0.96868,                 0.9537,                0.65864,                 1.0323,                0.59022,                 1.6186,               0.001509,               0.001509,               0.001509
                    127,                 1.3649,                 0.9046,                 1.8075,                0.94215,                0.95182,                0.95509,                 0.6398,                 1.1827,                0.61609,                 1.7018,               0.001505,               0.001505,               0.001505
                    128,                 1.3968,                0.97838,                 1.8365,                0.92699,                0.95455,                  0.962,                0.66617,                 1.0645,                0.60454,                 1.6688,               0.001501,               0.001501,               0.001501
                    129,                 1.4139,                 0.9366,                  1.851,                0.94234,                0.98052,                0.97454,                0.58831,                 1.4278,                0.67896,                 1.9944,              0.0014971,              0.0014971,              0.0014971
                    130,                 1.3568,                0.88064,                 1.7902,                0.94111,                0.93398,                0.96926,                0.67235,                 1.0924,                0.59487,                 1.6693,              0.0014931,              0.0014931,              0.0014931
                    131,                 1.3912,                0.91217,                   1.81,                0.95389,                0.94026,                  0.979,                0.70566,                  1.091,                0.55153,                 1.6404,              0.0014892,              0.0014892,              0.0014892
                    132,                 1.3153,                0.92509,                 1.7853,                0.97367,                0.96033,                0.98915,                0.68708,                 1.1463,                0.54537,                 1.6605,              0.0014852,              0.0014852,              0.0014852
                    133,                 1.3492,                0.85584,                 1.7797,                0.95174,                0.97403,                0.98288,                0.69365,                 1.0734,                0.55637,                 1.6377,              0.0014812,              0.0014812,              0.0014812
                    134,                 1.3634,                0.85084,                 1.7916,                0.95612,                0.92857,                0.97924,                0.64798,                  1.265,                0.63656,                 1.7441,              0.0014773,              0.0014773,              0.0014773
                    135,                 1.3582,                0.90891,                 1.7996,                0.91859,                0.94156,                0.95901,                0.64848,                 1.1887,                0.66137,                 1.7409,              0.0014733,              0.0014733,              0.0014733
                    136,                 1.2825,                 0.8466,                 1.7253,                0.93079,                0.96057,                0.98416,                0.70185,                 1.0499,                0.56007,                 1.6041,              0.0014694,              0.0014694,              0.0014694
                    137,                 1.3275,                0.86751,                 1.7613,                0.95529,                0.97125,                0.98332,                0.70054,                 1.1306,                0.55371,                 1.6867,              0.0014654,              0.0014654,              0.0014654
                    138,                 1.3208,                0.87821,                 1.7641,                0.95948,                0.92266,                 0.9615,                0.67888,                 1.1337,                0.61918,                 1.6439,              0.0014614,              0.0014614,              0.0014614
                    139,                 1.2549,                0.83665,                 1.7186,                0.93099,                0.96361,                0.97347,                0.69429,                 1.0789,                0.60383,                 1.5922,              0.0014575,              0.0014575,              0.0014575
                    140,                 1.3236,                0.83245,                 1.7542,                0.94849,                0.95648,                0.97329,                0.69445,                 1.0641,                0.60259,                 1.6115,              0.0014535,              0.0014535,              0.0014535
                    141,                 1.4206,                0.91975,                 1.8674,                0.95757,                0.94156,                0.97916,                0.67078,                 1.1913,                0.57858,                 1.6929,              0.0014496,              0.0014496,              0.0014496
                    142,                 1.2892,                0.81509,                 1.7596,                0.94119,                0.93528,                0.97967,                0.70173,                 1.0787,                0.55756,                 1.6272,              0.0014456,              0.0014456,              0.0014456
                    143,                 1.2555,                0.80713,                 1.7111,                0.96459,                0.93506,                0.98387,                0.70289,                 1.0083,                0.53386,                 1.5934,              0.0014416,              0.0014416,              0.0014416
                    144,                 1.3679,                0.81927,                 1.7661,                0.94945,                0.97568,                0.99002,                 0.6982,                 1.1024,                 0.5627,                 1.6466,              0.0014377,              0.0014377,              0.0014377
                    145,                 1.2914,                0.81502,                 1.7264,                0.96659,                0.93923,                0.98366,                0.70162,                 1.0581,                0.56473,                 1.5885,              0.0014337,              0.0014337,              0.0014337
                    146,                 1.3259,                 0.8532,                 1.7692,                0.96601,                0.95455,                0.98499,                0.69472,                 1.1472,                0.55634,                 1.6404,              0.0014298,              0.0014298,              0.0014298
                    147,                 1.3447,                0.86424,                 1.7805,                0.96416,                0.94805,                0.96311,                0.67878,                 1.0677,                0.55308,                 1.6047,              0.0014258,              0.0014258,              0.0014258
                    148,                 1.3238,                0.87691,                 1.7513,                0.94154,                0.94126,                0.93282,                0.67044,                 1.0908,                0.58062,                 1.5934,              0.0014218,              0.0014218,              0.0014218
                    149,                 1.3012,                0.82246,                 1.7112,                0.94662,                0.92208,                0.96563,                0.70274,                  1.032,                0.57597,                 1.5678,              0.0014179,              0.0014179,              0.0014179
                    150,                 1.2803,                0.83688,                 1.7216,                0.94739,                 0.9355,                0.98117,                0.69876,                 1.1092,                0.54681,                 1.6277,              0.0014139,              0.0014139,              0.0014139
                    151,                 1.3082,                0.88386,                 1.7414,                0.95393,                0.94121,                0.98363,                0.69988,                 1.0499,                0.55505,                 1.6028,                0.00141,                0.00141,                0.00141
                    152,                 1.2988,                0.84831,                 1.7571,                0.94265,                0.96061,                0.98644,                0.63544,                 1.2893,                0.59775,                 1.7819,               0.001406,               0.001406,               0.001406
                    153,                 1.3437,                0.87275,                 1.7847,                0.96047,                0.94805,                0.97505,                0.69231,                 1.0542,                 0.5305,                 1.6041,               0.001402,               0.001402,               0.001402
                    154,                 1.3168,                0.84771,                 1.7929,                 0.9605,                0.94752,                0.97692,                0.69287,                 1.1397,                0.54761,                 1.6372,              0.0013981,              0.0013981,              0.0013981
                    155,                 1.3355,                0.83924,                 1.7521,                0.96429,                0.95455,                0.98593,                0.72269,                0.99087,                0.52088,                 1.5431,              0.0013941,              0.0013941,              0.0013941
                    156,                 1.3459,                0.86383,                 1.7619,                0.95563,                 0.9791,                0.99095,                0.70812,                 1.0396,                0.52439,                 1.5674,              0.0013902,              0.0013902,              0.0013902
                    157,                 1.2855,                0.83925,                 1.7253,                0.94219,                0.95241,                0.97035,                0.67326,                  1.065,                0.57636,                  1.614,              0.0013862,              0.0013862,              0.0013862
                    158,                 1.2864,                 0.7985,                 1.7272,                0.96044,                0.94595,                0.97288,                0.70563,                 1.0418,                0.54997,                 1.5638,              0.0013822,              0.0013822,              0.0013822
                    159,                 1.3191,                 0.8294,                 1.7734,                0.98021,                0.92857,                0.98601,                0.73536,                 1.0033,                0.52267,                 1.5301,              0.0013783,              0.0013783,              0.0013783
                    160,                 1.2759,                0.80131,                 1.7032,                0.97353,                0.94805,                 0.9847,                0.71506,                 1.0299,                0.54222,                  1.578,              0.0013743,              0.0013743,              0.0013743
                    161,                 1.2505,                0.80884,                 1.7044,                0.94361,                0.97801,                0.98625,                0.71503,                 1.0387,                0.53064,                    1.6,              0.0013704,              0.0013704,              0.0013704
                    162,                  1.315,                0.82826,                 1.7473,                0.96126,                0.96104,                0.97062,                0.67911,                 1.0663,                 0.5319,                 1.6498,              0.0013664,              0.0013664,              0.0013664
                    163,                 1.3346,                0.86789,                 1.8117,                0.96449,                0.96104,                0.97345,                0.70679,                 1.0418,                0.54383,                 1.5799,              0.0013624,              0.0013624,              0.0013624
                    164,                 1.3495,                0.84586,                 1.7907,                0.98372,                0.92857,                0.97508,                 0.6568,                 1.2727,                0.60397,                 1.7571,              0.0013585,              0.0013585,              0.0013585
                    165,                 1.2986,                0.81595,                 1.7209,                0.94812,                0.94938,                0.98024,                0.70411,                0.99788,                0.55732,                 1.5747,              0.0013545,              0.0013545,              0.0013545
                    166,                 1.3093,                0.86214,                 1.7443,                0.95483,                0.96096,                0.98627,                0.71922,                 1.0228,                0.52948,                 1.5524,              0.0013506,              0.0013506,              0.0013506
                    167,                 1.2177,                0.79309,                 1.6709,                0.94413,                0.96753,                0.98376,                0.71163,                 1.0059,                0.52058,                 1.5561,              0.0013466,              0.0013466,              0.0013466
                    168,                 1.2595,                0.80965,                 1.7003,                0.92479,                0.95813,                0.97718,                0.68774,                 1.1175,                0.54178,                 1.6642,              0.0013426,              0.0013426,              0.0013426
                    169,                 1.2566,                0.78532,                 1.7272,                 0.9463,                0.94805,                0.94643,                 0.6836,                 1.0398,                0.53452,                 1.5766,              0.0013387,              0.0013387,              0.0013387
                    170,                 1.2324,                 0.7719,                 1.6739,                0.95449,                0.95331,                0.97321,                0.70816,                 1.0053,                0.54369,                 1.5534,              0.0013347,              0.0013347,              0.0013347
                    171,                 1.2591,                0.78245,                 1.6792,                0.93607,                 0.9508,                0.97098,                 0.6742,                 1.0739,                0.57445,                 1.6497,              0.0013308,              0.0013308,              0.0013308
                    172,                 1.2769,                0.80014,                 1.7081,                0.95396,                0.93506,                0.95615,                0.62549,                 1.2286,                0.58368,                 1.8077,              0.0013268,              0.0013268,              0.0013268
                    173,                 1.2366,                0.78608,                 1.6525,                0.93099,                0.97403,                0.98222,                0.69029,                 1.0655,                0.52874,                 1.6513,              0.0013228,              0.0013228,              0.0013228
                    174,                 1.2525,                0.74696,                  1.661,                 0.9264,                0.98077,                0.98498,                0.70401,                 1.0547,                0.53054,                 1.5955,              0.0013189,              0.0013189,              0.0013189
                    175,                 1.2664,                0.83005,                 1.6847,                0.92098,                0.98392,                0.98769,                0.69621,                  1.098,                0.55941,                  1.614,              0.0013149,              0.0013149,              0.0013149
                    176,                 1.2824,                0.84208,                  1.734,                0.94236,                0.95553,                0.97865,                0.66989,                  1.153,                0.58224,                 1.7055,               0.001311,               0.001311,               0.001311
                    177,                 1.2476,                0.78837,                 1.6898,                0.95121,                0.97403,                0.96105,                0.64744,                 1.2069,                0.58597,                 1.7176,               0.001307,               0.001307,               0.001307
                    178,                 1.2089,                0.74477,                 1.6226,                0.96409,                0.95455,                0.98064,                0.70967,                  1.035,                0.53232,                  1.585,               0.001303,               0.001303,               0.001303
                    179,                 1.1599,                 0.7319,                  1.623,                0.95481,                0.96048,                0.98201,                0.68043,                 1.1381,                0.53675,                 1.7022,              0.0012991,              0.0012991,              0.0012991
                    180,                 1.2173,                0.75385,                 1.6535,                0.96577,                0.96104,                 0.9796,                0.66788,                 1.1931,                0.55371,                 1.6787,              0.0012951,              0.0012951,              0.0012951
                    181,                 1.2225,                0.79695,                 1.6747,                0.93668,                0.96057,                0.98082,                0.72888,                 1.0034,                0.54235,                 1.5289,              0.0012912,              0.0012912,              0.0012912
                    182,                 1.2592,                0.79125,                 1.6773,                0.97511,                0.92857,                0.98051,                0.69764,                 1.0574,                0.50989,                 1.6166,              0.0012872,              0.0012872,              0.0012872
                    183,                 1.2262,                0.79172,                 1.6885,                0.94748,                0.95455,                0.97501,                0.66942,                 1.1096,                0.54473,                  1.704,              0.0012832,              0.0012832,              0.0012832
                    184,                 1.2168,                0.76058,                  1.681,                0.96306,                0.92208,                0.97935,                0.68806,                  1.097,                0.56442,                 1.5935,              0.0012793,              0.0012793,              0.0012793
                    185,                 1.2253,                0.78346,                 1.6583,                0.94309,                0.96843,                 0.9786,                0.66825,                 1.0902,                0.53853,                 1.7025,              0.0012753,              0.0012753,              0.0012753
                    186,                 1.3026,                0.81592,                 1.7376,                0.95474,                0.95893,                0.97894,                0.65335,                 1.1134,                0.55608,                 1.7812,              0.0012714,              0.0012714,              0.0012714
                    187,                 1.2296,                0.77473,                 1.6865,                 0.9528,                0.96753,                0.97807,                 0.6558,                   1.03,                0.54012,                 1.7105,              0.0012674,              0.0012674,              0.0012674
                    188,                 1.2347,                0.76672,                 1.6983,                0.97308,                0.93879,                0.98146,                0.67749,                 1.0771,                0.54642,                 1.6578,              0.0012634,              0.0012634,              0.0012634
                    189,                 1.2365,                0.76171,                 1.6588,                0.96334,                0.96104,                0.97224,                0.64152,                 1.2567,                0.59186,                 1.7888,              0.0012595,              0.0012595,              0.0012595
                    190,                 1.1748,                 0.7556,                  1.645,                0.96706,                0.95455,                0.97462,                0.68491,                 1.1324,                 0.5124,                 1.6728,              0.0012555,              0.0012555,              0.0012555
                    191,                 1.1755,                 0.7354,                 1.6586,                 0.9736,                0.95789,                0.98339,                  0.712,                 1.0183,                0.50164,                 1.6176,              0.0012516,              0.0012516,              0.0012516
                    192,                 1.1976,                0.74391,                  1.642,                0.96858,                0.95455,                0.98593,                0.68262,                 1.1248,                  0.556,                 1.6699,              0.0012476,              0.0012476,              0.0012476
                    193,                 1.1824,                0.74581,                 1.6006,                0.98178,                0.94156,                0.97742,                0.69672,                 1.0151,                0.53691,                 1.6183,              0.0012436,              0.0012436,              0.0012436
                    194,                 1.2296,                0.73687,                 1.6667,                0.96865,                0.96104,                0.98766,                0.69778,                  1.084,                0.52275,                 1.6321,              0.0012397,              0.0012397,              0.0012397
                    195,                 1.1639,                0.72195,                  1.594,                0.95418,                0.94657,                0.96612,                0.69412,                 1.0709,                0.54419,                 1.5655,              0.0012357,              0.0012357,              0.0012357
                    196,                 1.2079,                0.74024,                 1.6428,                0.95386,                0.93967,                0.96467,                0.68752,                 1.0467,                0.55442,                 1.6327,              0.0012318,              0.0012318,              0.0012318
                    197,                  1.173,                0.73783,                 1.6185,                0.95483,                 0.9609,                0.97748,                 0.6878,                 1.0757,                0.51975,                  1.675,              0.0012278,              0.0012278,              0.0012278
                    198,                  1.176,                0.74794,                 1.6342,                0.96642,                0.95455,                0.98118,                0.70349,                 1.0835,                0.51828,                 1.6272,              0.0012238,              0.0012238,              0.0012238
                    199,                 1.1608,                0.74742,                 1.6007,                0.96708,                0.95367,                 0.9735,                0.66129,                  1.086,                0.52466,                 1.6994,              0.0012199,              0.0012199,              0.0012199
                    200,                 1.2409,                0.76957,                  1.676,                0.96072,                0.95291,                0.97214,                0.67774,                 1.0794,                 0.5601,                 1.7468,              0.0012159,              0.0012159,              0.0012159
                    201,                 1.1532,                0.73786,                  1.626,                0.98629,                0.93458,                0.98285,                0.68796,                 1.0536,                0.53195,                 1.7412,               0.001212,               0.001212,               0.001212
                    202,                 1.1836,                0.71324,                 1.6472,                0.97312,                0.94156,                0.96848,                0.66957,                 1.1203,                0.51591,                 1.7581,               0.001208,               0.001208,               0.001208
                    203,                 1.1996,                0.75217,                 1.6393,                0.97034,                0.95455,                0.98474,                0.67044,                 1.1752,                 0.5365,                 1.7244,               0.001204,               0.001204,               0.001204
                    204,                 1.2608,                  0.807,                 1.6648,                0.94258,                0.95943,                 0.9717,                 0.6923,                 1.0357,                0.52295,                 1.6132,              0.0012001,              0.0012001,              0.0012001
                    205,                 1.1345,                0.70942,                 1.6035,                0.95975,                0.92903,                0.98365,                0.68628,                  1.042,                0.50343,                 1.6957,              0.0011961,              0.0011961,              0.0011961
                    206,                 1.2571,                0.75881,                 1.7106,                0.94737,                0.92208,                0.97575,                0.66373,                 1.1793,                0.54429,                 1.8232,              0.0011922,              0.0011922,              0.0011922
                    207,                 1.1971,                0.76029,                 1.6391,                0.97725,                 0.9026,                0.97095,                0.66886,                 1.0951,                0.53403,                 1.6973,              0.0011882,              0.0011882,              0.0011882
                    208,                 1.1708,                 0.7215,                 1.6308,                0.95638,                0.94805,                0.97114,                0.67061,                 1.1375,                0.54294,                 1.6366,              0.0011842,              0.0011842,              0.0011842
                    209,                 1.1936,                0.75633,                 1.6375,                0.93074,                0.96104,                0.97114,                0.65792,                 1.1038,                0.55177,                 1.6546,              0.0011803,              0.0011803,              0.0011803
